"","supercluster","cluster","words"
"2919","liwc","anger","brutal*"
"2920","liwc","anger","cheat*"
"2921","liwc","anger","confront*"
"2922","liwc","anger","contempt*"
"2923","liwc","anger","contradic*"
"2924","liwc","anger","crap"
"2925","liwc","anger","crappy"
"2926","liwc","anger","critical"
"2927","liwc","anger","critici*"
"2928","liwc","anger","crude*"
"2929","liwc","anger","cruel*"
"2930","liwc","anger","cunt*"
"2931","liwc","anger","cut"
"2932","liwc","anger","cynic*"
"2933","liwc","anger","damn*"
"2934","liwc","anger","danger*"
"2935","liwc","anger","defenc*"
"2936","liwc","anger","defens*"
"2937","liwc","anger","despis*"
"2938","liwc","anger","destroy*"
"2939","liwc","anger","destruct*"
"2940","liwc","anger","disgust*"
"2941","liwc","anger","distrust*"
"2942","liwc","anger","domina*"
"2943","liwc","anger","dumb*"
"2944","liwc","anger","dump*"
"2945","liwc","anger","enemie*"
"2946","liwc","anger","enemy*"
"2947","liwc","anger","enrag*"
"2948","liwc","anger","envie*"
"2949","liwc","anger","envious"
"2950","liwc","anger","envy*"
"2951","liwc","anger","evil*"
"2952","liwc","anger","feroc*"
"2953","liwc","anger","feud*"
"2954","liwc","anger","fiery"
"2955","liwc","anger","fight*"
"2956","liwc","anger","foe*"
"2957","liwc","anger","fought"
"2958","liwc","anger","frustrat*"
"2959","liwc","anger","fuck"
"2960","liwc","anger","fucked*"
"2961","liwc","anger","fucker*"
"2962","liwc","anger","fuckin*"
"2963","liwc","anger","fucks"
"2964","liwc","anger","fume*"
"2965","liwc","anger","fuming"
"2966","liwc","anger","furious*"
"2967","liwc","anger","fury"
"2968","liwc","anger","goddam*"
"2969","liwc","anger","greed*"
"2970","liwc","anger","grouch*"
"2971","liwc","anger","grr*"
"2972","liwc","anger","harass*"
"2973","liwc","anger","hate"
"2974","liwc","anger","hated"
"2975","liwc","anger","hateful*"
"2976","liwc","anger","hater*"
"2977","liwc","anger","hates"
"2978","liwc","anger","hating"
"2979","liwc","anger","hatred"
"2980","liwc","anger","heartless*"
"2981","liwc","anger","hell"
"2982","liwc","anger","hellish"
"2983","liwc","anger","hostil*"
"2984","liwc","anger","humiliat*"
"2985","liwc","anger","idiot*"
"2986","liwc","anger","insult*"
"2987","liwc","anger","interrup*"
"2988","liwc","anger","intimidat*"
"2989","liwc","anger","jealous*"
"2990","liwc","anger","jerk"
"2991","liwc","anger","jerked"
"2992","liwc","anger","jerks"
"2993","liwc","anger","kill*"
"2994","liwc","anger","liar*"
"2995","liwc","anger","lied"
"2996","liwc","anger","lies"
"2997","liwc","anger","lous*"
"2998","liwc","anger","ludicrous*"
"2999","liwc","anger","lying"
"3000","liwc","anger","mad"
"3001","liwc","anger","maddening"
"3002","liwc","anger","madder"
"3003","liwc","anger","maddest"
"3004","liwc","anger","maniac*"
"3005","liwc","anger","mock"
"3006","liwc","anger","mocked"
"3007","liwc","anger","mocker*"
"3008","liwc","anger","mocking"
"3009","liwc","anger","mocks"
"3010","liwc","anger","molest*"
"3011","liwc","anger","moron*"
"3012","liwc","anger","murder*"
"3013","liwc","anger","nag*"
"3014","liwc","anger","nast*"
"3015","liwc","anger","obnoxious*"
"3016","liwc","anger","offence*"
"3017","liwc","anger","offend*"
"3018","liwc","anger","offens*"
"3019","liwc","anger","outrag*"
"3020","liwc","anger","paranoi*"
"3021","liwc","anger","pettie*"
"3022","liwc","anger","petty*"
"3023","liwc","anger","piss*"
"3024","liwc","anger","poison*"
"3025","liwc","anger","prejudic*"
"3026","liwc","anger","prick*"
"3027","liwc","anger","protest"
"3028","liwc","anger","protested"
"3029","liwc","anger","protesting"
"3030","liwc","anger","punish*"
"3031","liwc","anger","rage*"
"3032","liwc","anger","raging"
"3033","liwc","anger","rape*"
"3034","liwc","anger","raping"
"3035","liwc","anger","rapist*"
"3036","liwc","anger","rebel*"
"3037","liwc","anger","resent*"
"3038","liwc","anger","revenge*"
"3039","liwc","anger","ridicul*"
"3040","liwc","anger","rude*"
"3041","liwc","anger","sarcas*"
"3042","liwc","anger","savage*"
"3043","liwc","anger","sceptic*"
"3044","liwc","anger","screw*"
"3045","liwc","anger","shit*"
"3046","liwc","anger","sinister"
"3047","liwc","anger","skeptic*"
"3048","liwc","anger","smother*"
"3049","liwc","anger","snob*"
"3050","liwc","anger","spite*"
"3051","liwc","anger","stubborn*"
"3052","liwc","anger","stupid*"
"3053","liwc","anger","suck"
"3054","liwc","anger","sucked"
"3055","liwc","anger","sucker*"
"3056","liwc","anger","sucks"
"3057","liwc","anger","sucky"
"3058","liwc","anger","tantrum*"
"3059","liwc","anger","teas*"
"3060","liwc","anger","temper"
"3061","liwc","anger","tempers"
"3062","liwc","anger","terrify"
"3063","liwc","anger","threat*"
"3064","liwc","anger","ticked"
"3065","liwc","anger","tortur*"
"3066","liwc","anger","trick*"
"3067","liwc","anger","ugl*"
"3068","liwc","anger","vicious*"
"3069","liwc","anger","victim*"
"3070","liwc","anger","vile"
"3071","liwc","anger","villain*"
"3072","liwc","anger","violat*"
"3073","liwc","anger","violent*"
"3074","liwc","anger","war"
"3075","liwc","anger","warfare*"
"3076","liwc","anger","warred"
"3077","liwc","anger","warring"
"3078","liwc","anger","wars"
"3079","liwc","anger","weapon*"
"3080","liwc","anger","wicked*"
"3081","liwc","sad","abandon*"
"3082","liwc","sad","ache*"
"3083","liwc","sad","aching"
"3084","liwc","sad","agoniz*"
"3085","liwc","sad","agony"
"3086","liwc","sad","alone"
"3087","liwc","sad","broke"
"3088","liwc","sad","cried"
"3089","liwc","sad","cries"
"3090","liwc","sad","crushed"
"3091","liwc","sad","cry"
"3092","liwc","sad","crying"
"3093","liwc","sad","damag*"
"3094","liwc","sad","defeat*"
"3095","liwc","sad","depress*"
"3096","liwc","sad","depriv*"
"3097","liwc","sad","despair*"
"3098","liwc","sad","devastat*"
"3099","liwc","sad","disadvantage*"
"3100","liwc","sad","disappoint*"
"3101","liwc","sad","discourag*"
"3102","liwc","sad","dishearten*"
"3103","liwc","sad","disillusion*"
"3104","liwc","sad","dissatisf*"
"3105","liwc","sad","doom*"
"3106","liwc","sad","dull*"
"3107","liwc","sad","empt*"
"3108","liwc","sad","fail*"
"3109","liwc","sad","fatigu*"
"3110","liwc","sad","flunk*"
"3111","liwc","sad","gloom*"
"3112","liwc","sad","grave*"
"3113","liwc","sad","grief"
"3114","liwc","sad","griev*"
"3115","liwc","sad","grim*"
"3116","liwc","sad","heartbreak*"
"3117","liwc","sad","heartbroke*"
"3118","liwc","sad","helpless*"
"3119","liwc","sad","homesick*"
"3120","liwc","sad","hopeless*"
"3121","liwc","sad","hurt*"
"3122","liwc","sad","inadequa*"
"3123","liwc","sad","inferior*"
"3124","liwc","sad","isolat*"
"3125","liwc","sad","lame*"
"3126","liwc","sad","lone*"
"3127","liwc","sad","longing*"
"3128","liwc","sad","lose"
"3129","liwc","sad","loser*"
"3130","liwc","sad","loses"
"3131","liwc","sad","losing"
"3132","liwc","sad","loss*"
"3133","liwc","sad","lost"
"3134","liwc","sad","low*"
"3135","liwc","sad","melanchol*"
"3136","liwc","sad","miser*"
"3137","liwc","sad","miss"
"3138","liwc","sad","missed"
"3139","liwc","sad","misses"
"3140","liwc","sad","missing"
"3141","liwc","sad","mourn*"
"3142","liwc","sad","neglect*"
"3143","liwc","sad","overwhelm*"
"3144","liwc","sad","pathetic*"
"3145","liwc","sad","pessimis*"
"3146","liwc","sad","piti*"
"3147","liwc","sad","pity*"
"3148","liwc","sad","regret*"
"3149","liwc","sad","reject*"
"3150","liwc","sad","remorse*"
"3151","liwc","sad","resign*"
"3152","liwc","sad","ruin*"
"3153","liwc","sad","sad"
"3154","liwc","sad","sadde*"
"3155","liwc","sad","sadly"
"3156","liwc","sad","sadness"
"3157","liwc","sad","sob"
"3158","liwc","sad","sobbed"
"3159","liwc","sad","sobbing"
"3160","liwc","sad","sobs"
"3161","liwc","sad","solemn*"
"3162","liwc","sad","sorrow*"
"3163","liwc","sad","suffer"
"3164","liwc","sad","suffered"
"3165","liwc","sad","sufferer*"
"3166","liwc","sad","suffering"
"3167","liwc","sad","suffers"
"3168","liwc","sad","tears"
"3169","liwc","sad","traged*"
"3170","liwc","sad","tragic*"
"3171","liwc","sad","unhapp*"
"3172","liwc","sad","unimportant"
"3173","liwc","sad","unsuccessful*"
"3174","liwc","sad","useless*"
"3175","liwc","sad","weep*"
"3176","liwc","sad","wept"
"3177","liwc","sad","whine*"
"3178","liwc","sad","whining"
"3179","liwc","sad","woe*"
"3180","liwc","sad","worthless*"
"3181","liwc","sad","yearn*"
"3182","liwc","insight","accept"
"3183","liwc","insight","accepta*"
"3184","liwc","insight","accepted"
"3185","liwc","insight","accepting"
"3186","liwc","insight","accepts"
"3187","liwc","insight","acknowledg*"
"3188","liwc","insight","adjust*"
"3189","liwc","insight","admit"
"3190","liwc","insight","admits"
"3191","liwc","insight","admitted"
"3192","liwc","insight","admitting"
"3193","liwc","insight","afterthought*"
"3194","liwc","insight","analy*"
"3195","liwc","insight","answer*"
"3196","liwc","insight","appreciat*"
"3197","liwc","insight","assum*"
"3198","liwc","insight","attent*"
"3199","liwc","insight","aware*"
"3200","liwc","insight","became"
"3201","liwc","insight","become"
"3202","liwc","insight","becomes"
"3203","liwc","insight","becoming"
"3204","liwc","insight","belief*"
"3205","liwc","insight","believe"
"3206","liwc","insight","believed"
"3207","liwc","insight","believes"
"3208","liwc","insight","believing"
"3209","liwc","insight","categor*"
"3210","liwc","insight","choice*"
"3211","liwc","insight","choos*"
"3212","liwc","insight","clarif*"
"3213","liwc","insight","closure"
"3214","liwc","insight","cohere*"
"3215","liwc","insight","complex*"
"3216","liwc","insight","complica*"
"3217","liwc","insight","compreh*"
"3218","liwc","insight","concentrat*"
"3219","liwc","insight","conclud*"
"3220","liwc","insight","conclus*"
"3221","liwc","insight","confess*"
"3222","liwc","insight","conscious*"
"3223","liwc","insight","consider"
"3224","liwc","insight","considered"
"3225","liwc","insight","considering"
"3226","liwc","insight","considers"
"3227","liwc","insight","contemplat*"
"3228","liwc","insight","correlat*"
"3229","liwc","insight","curio*"
"3230","liwc","insight","decid*"
"3231","liwc","insight","decis*"
"3232","liwc","insight","deduc*"
"3233","liwc","insight","define"
"3234","liwc","insight","defines"
"3235","liwc","insight","defining"
"3236","liwc","insight","determina*"
"3237","liwc","insight","determine"
"3238","liwc","insight","determined"
"3239","liwc","insight","determines"
"3240","liwc","insight","determining"
"3241","liwc","insight","differentiat*"
"3242","liwc","insight","discern*"
"3243","liwc","insight","disclo*"
"3244","liwc","insight","discover*"
"3245","liwc","insight","distinguish*"
"3246","liwc","insight","effect*"
"3247","liwc","insight","enlighten*"
"3248","liwc","insight","evaluat*"
"3249","liwc","insight","examin*"
"3250","liwc","insight","explain"
"3251","liwc","insight","explained"
"3252","liwc","insight","explaining"
"3253","liwc","insight","explains"
"3254","liwc","insight","explanat*"
"3255","liwc","insight","explor*"
"3256","liwc","insight","feel"
"3257","liwc","insight","feeling*"
"3258","liwc","insight","feels"
"3259","liwc","insight","felt"
"3260","liwc","insight","figur*"
"3261","liwc","insight","find*"
"3262","liwc","insight","forgave"
"3263","liwc","insight","forgiv*"
"3264","liwc","insight","found"
"3265","liwc","insight","grasp*"
"3266","liwc","insight","idea"
"3267","liwc","insight","ideas"
"3268","liwc","insight","identif*"
"3269","liwc","insight","imagin*"
"3270","liwc","insight","induc*"
"3271","liwc","insight","infer"
"3272","liwc","insight","inferr*"
"3273","liwc","insight","infers"
"3274","liwc","insight","info"
"3275","liwc","insight","inform"
"3276","liwc","insight","information"
"3277","liwc","insight","informative*"
"3278","liwc","insight","informed"
"3279","liwc","insight","informing"
"3280","liwc","insight","informs"
"3281","liwc","insight","inquir*"
"3282","liwc","insight","insight*"
"3283","liwc","insight","inspir*"
"3284","liwc","insight","interpret*"
"3285","liwc","insight","justif*"
"3286","liwc","insight","knew"
"3287","liwc","insight","know"
"3288","liwc","insight","knowab*"
"3289","liwc","insight","knower*"
"3290","liwc","insight","knowing"
"3291","liwc","insight","knowledg*"
"3292","liwc","insight","known"
"3293","liwc","insight","knows"
"3294","liwc","insight","learn*"
"3295","liwc","insight","lesson*"
"3296","liwc","insight","link*"
"3297","liwc","insight","logic*"
"3298","liwc","insight","mean"
"3299","liwc","insight","meaning*"
"3300","liwc","insight","means"
"3301","liwc","insight","meant"
"3302","liwc","insight","memor*"
"3303","liwc","insight","misunder*"
"3304","liwc","insight","motiv*"
"3305","liwc","insight","notice*"
"3306","liwc","insight","noticing"
"3307","liwc","insight","perceiv*"
"3308","liwc","insight","percept*"
"3309","liwc","insight","ponder*"
"3310","liwc","insight","prefer*"
"3311","liwc","insight","presum*"
"3312","liwc","insight","prove*"
"3313","liwc","insight","proving"
"3314","liwc","insight","quer*"
"3315","liwc","insight","question*"
"3316","liwc","insight","rational*"
"3317","liwc","insight","realiz*"
"3318","liwc","insight","rearrang*"
"3319","liwc","insight","reason*"
"3320","liwc","insight","recall*"
"3321","liwc","insight","reckon*"
"3322","liwc","insight","recogni*"
"3323","liwc","insight","recollect*"
"3324","liwc","insight","reconcil*"
"3325","liwc","insight","reconsider*"
"3326","liwc","insight","reconstruct*"
"3327","liwc","insight","reevaluat*"
"3328","liwc","insight","refer*"
"3329","liwc","insight","reflect*"
"3330","liwc","insight","relate*"
"3331","liwc","insight","relating"
"3332","liwc","insight","relation"
"3333","liwc","insight","rememb*"
"3334","liwc","insight","reorgani*"
"3335","liwc","insight","resolu*"
"3336","liwc","insight","resolv*"
"3337","liwc","insight","restructur*"
"3338","liwc","insight","rethink*"
"3339","liwc","insight","reveal*"
"3340","liwc","insight","revelat*"
"3341","liwc","insight","secret"
"3342","liwc","insight","secrets"
"3343","liwc","insight","seem"
"3344","liwc","insight","seemed"
"3345","liwc","insight","seeming*"
"3346","liwc","insight","seems"
"3347","liwc","insight","sense"
"3348","liwc","insight","sensed"
"3349","liwc","insight","senses"
"3350","liwc","insight","sensing"
"3351","liwc","insight","solution*"
"3352","liwc","insight","solve"
"3353","liwc","insight","solved"
"3354","liwc","insight","solves"
"3355","liwc","insight","solving"
"3356","liwc","insight","statement*"
"3357","liwc","insight","suspect*"
"3358","liwc","insight","suspicio*"
"3359","liwc","insight","think"
"3360","liwc","insight","thinker*"
"3361","liwc","insight","thinking*"
"3362","liwc","insight","thinks"
"3363","liwc","insight","thought"
"3364","liwc","insight","thoughts"
"3365","liwc","insight","unaccept*"
"3366","liwc","insight","unaware*"
"3367","liwc","insight","understand"
"3368","liwc","insight","understandab*"
"3369","liwc","insight","understanding*"
"3370","liwc","insight","understands"
"3371","liwc","insight","understood"
"3372","liwc","insight","unrelat*"
"3373","liwc","insight","wonder"
"3374","liwc","insight","wondered"
"3375","liwc","insight","wondering"
"3376","liwc","insight","wonders"
"3377","liwc","cause","activat*"
"3378","liwc","cause","affect"
"3379","liwc","cause","affected"
"3380","liwc","cause","affecting"
"3381","liwc","cause","affects"
"3382","liwc","cause","aggravat*"
"3383","liwc","cause","allow*"
"3384","liwc","cause","attribut*"
"3385","liwc","cause","based"
"3386","liwc","cause","bases"
"3387","liwc","cause","basis"
"3388","liwc","cause","because"
"3389","liwc","cause","boss*"
"3390","liwc","cause","caus*"
"3391","liwc","cause","change"
"3392","liwc","cause","changed"
"3393","liwc","cause","changes"
"3394","liwc","cause","changing"
"3395","liwc","cause","compel*"
"3396","liwc","cause","compliance"
"3397","liwc","cause","complie*"
"3398","liwc","cause","comply*"
"3399","liwc","cause","conclud*"
"3400","liwc","cause","consequen*"
"3401","liwc","cause","control*"
"3402","liwc","cause","cos"
"3403","liwc","cause","coz"
"3404","liwc","cause","create*"
"3405","liwc","cause","creati*"
"3406","liwc","cause","cuz"
"3407","liwc","cause","deduc*"
"3408","liwc","cause","depend"
"3409","liwc","cause","depended"
"3410","liwc","cause","depending"
"3411","liwc","cause","depends"
"3412","liwc","cause","effect*"
"3413","liwc","cause","elicit*"
"3414","liwc","cause","experiment"
"3415","liwc","cause","force*"
"3416","liwc","cause","foundation*"
"3417","liwc","cause","founded"
"3418","liwc","cause","founder*"
"3419","liwc","cause","generate*"
"3420","liwc","cause","generating"
"3421","liwc","cause","generator*"
"3422","liwc","cause","hence"
"3423","liwc","cause","how"
"3424","liwc","cause","hows"
"3426","liwc","cause","ignit*"
"3427","liwc","cause","implica*"
"3428","liwc","cause","implie*"
"3429","liwc","cause","imply*"
"3430","liwc","cause","inact*"
"3431","liwc","cause","independ*"
"3432","liwc","cause","induc*"
"3433","liwc","cause","infer"
"3434","liwc","cause","inferr*"
"3435","liwc","cause","infers"
"3436","liwc","cause","influenc*"
